category,file_path,import_name,package,record_type,symbol_name,symbol_type,top_module,parse_status,reason
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/tests/test_transform.py,openai._types,openai,import,,,openai,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/tests/test_transform.py,openai._utils,openai,import,,,openai,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/tests/test_transform.py,openai._compat,openai,import,,,openai,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/tests/test_transform.py,openai._models,openai,import,,,openai,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/tests/test_websocket_connection_options.py,openai,openai,import,,,openai,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/tests/test_websocket_connection_options.py,openai.types,openai,import,,,openai,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/tests/test_websocket_connection_options.py,openai.resources.beta.realtime.realtime,openai,import,,,openai,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/tests/utils.py,__future__,openai,import,,,__future__,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/tests/utils.py,io,openai,import,,,io,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/tests/utils.py,os,openai,import,,,os,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/tests/utils.py,inspect,openai,import,,,inspect,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/tests/utils.py,traceback,openai,import,,,traceback,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/tests/utils.py,contextlib,openai,import,,,contextlib,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/tests/utils.py,typing,openai,import,,,typing,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/tests/utils.py,datetime,openai,import,,,datetime,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/tests/utils.py,typing_extensions,openai,import,,,typing_extensions,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/tests/utils.py,rich,openai,import,,,rich,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/tests/utils.py,openai._types,openai,import,,,openai,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/tests/utils.py,openai._utils,openai,import,,,openai,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/tests/utils.py,openai._compat,openai,import,,,openai,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/tests/utils.py,openai._models,openai,import,,,openai,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/realtime/audio_util.py,__future__,openai,import,,,__future__,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/realtime/audio_util.py,io,openai,import,,,io,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/realtime/audio_util.py,base64,openai,import,,,base64,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/realtime/audio_util.py,asyncio,openai,import,,,asyncio,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/realtime/audio_util.py,threading,openai,import,,,threading,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/realtime/audio_util.py,typing,openai,import,,,typing,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/realtime/audio_util.py,numpy,openai,import,,,numpy,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/realtime/audio_util.py,pyaudio,openai,import,,,pyaudio,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/realtime/audio_util.py,sounddevice,openai,import,,,sounddevice,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/realtime/audio_util.py,pydub,openai,import,,,pydub,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/realtime/audio_util.py,openai.resources.realtime.realtime,openai,import,,,openai,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/realtime/azure_realtime.py,os,openai,import,,,os,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/realtime/azure_realtime.py,asyncio,openai,import,,,asyncio,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/realtime/azure_realtime.py,azure.identity.aio,openai,import,,,azure,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/realtime/azure_realtime.py,openai,openai,import,,,openai,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/realtime/push_to_talk_app.py,__future__,openai,import,,,__future__,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/realtime/push_to_talk_app.py,base64,openai,import,,,base64,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/realtime/push_to_talk_app.py,asyncio,openai,import,,,asyncio,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/realtime/push_to_talk_app.py,typing,openai,import,,,typing,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/realtime/push_to_talk_app.py,typing_extensions,openai,import,,,typing_extensions,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/realtime/push_to_talk_app.py,textual,openai,import,,,textual,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/realtime/push_to_talk_app.py,audio_util,openai,import,,,audio_util,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/realtime/push_to_talk_app.py,textual.app,openai,import,,,textual,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/realtime/push_to_talk_app.py,textual.widgets,openai,import,,,textual,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/realtime/push_to_talk_app.py,textual.reactive,openai,import,,,textual,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/realtime/push_to_talk_app.py,textual.containers,openai,import,,,textual,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/realtime/push_to_talk_app.py,openai,openai,import,,,openai,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/realtime/push_to_talk_app.py,openai.types.realtime.session,openai,import,,,openai,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/realtime/push_to_talk_app.py,openai.resources.realtime.realtime,openai,import,,,openai,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/realtime/push_to_talk_app.py,sounddevice,openai,import,,,sounddevice,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/realtime/realtime.py,asyncio,openai,import,,,asyncio,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/realtime/realtime.py,openai,openai,import,,,openai,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/responses/background.py,typing,openai,import,,,typing,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/responses/background.py,rich,openai,import,,,rich,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/responses/background.py,pydantic,openai,import,,,pydantic,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/responses/background.py,openai,openai,import,,,openai,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/responses/background_async.py,asyncio,openai,import,,,asyncio,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/responses/background_async.py,typing,openai,import,,,typing,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/responses/background_async.py,rich,openai,import,,,rich,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/responses/background_async.py,pydantic,openai,import,,,pydantic,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/responses/background_async.py,openai._client,openai,import,,,openai,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/responses/background_streaming.py,typing,openai,import,,,typing,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/responses/background_streaming.py,rich,openai,import,,,rich,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/responses/background_streaming.py,pydantic,openai,import,,,pydantic,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/responses/background_streaming.py,openai,openai,import,,,openai,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/responses/background_streaming_async.py,asyncio,openai,import,,,asyncio,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/responses/background_streaming_async.py,typing,openai,import,,,typing,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/responses/background_streaming_async.py,rich,openai,import,,,rich,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/responses/background_streaming_async.py,pydantic,openai,import,,,pydantic,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/responses/background_streaming_async.py,openai,openai,import,,,openai,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/responses/streaming.py,typing,openai,import,,,typing,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/responses/streaming.py,rich,openai,import,,,rich,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/responses/streaming.py,pydantic,openai,import,,,pydantic,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/responses/streaming.py,openai,openai,import,,,openai,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/responses/streaming_tools.py,enum,openai,import,,,enum,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/responses/streaming_tools.py,typing,openai,import,,,typing,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/responses/streaming_tools.py,rich,openai,import,,,rich,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/responses/streaming_tools.py,pydantic,openai,import,,,pydantic,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/responses/streaming_tools.py,openai,openai,import,,,openai,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/responses/streaming_tools.py,openai,openai,import,,,openai,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/responses/structured_outputs.py,typing,openai,import,,,typing,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/responses/structured_outputs.py,rich,openai,import,,,rich,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/responses/structured_outputs.py,pydantic,openai,import,,,pydantic,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/responses/structured_outputs.py,openai,openai,import,,,openai,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/responses/structured_outputs_tools.py,enum,openai,import,,,enum,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/responses/structured_outputs_tools.py,typing,openai,import,,,typing,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/responses/structured_outputs_tools.py,rich,openai,import,,,rich,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/responses/structured_outputs_tools.py,pydantic,openai,import,,,pydantic,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/responses/structured_outputs_tools.py,openai,openai,import,,,openai,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/responses/structured_outputs_tools.py,openai,openai,import,,,openai,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/responses/websocket.py,__future__,openai,import,,,__future__,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/responses/websocket.py,json,openai,import,,,json,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/responses/websocket.py,argparse,openai,import,,,argparse,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/responses/websocket.py,typing,openai,import,,,typing,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/responses/websocket.py,openai,openai,import,,,openai,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/responses/websocket.py,openai.types.responses,openai,import,,,openai,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/examples/responses/websocket.py,openai.resources.responses.responses,openai,import,,,openai,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/pagination.py,typing,openai,import,,,typing,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/pagination.py,typing_extensions,openai,import,,,typing_extensions,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/pagination.py,_base_client,openai,import,,,_base_client,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/version.py,_version,openai,import,,,_version,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_base_client.py,__future__,openai,import,,,__future__,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_base_client.py,sys,openai,import,,,sys,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_base_client.py,json,openai,import,,,json,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_base_client.py,time,openai,import,,,time,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_base_client.py,uuid,openai,import,,,uuid,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_base_client.py,email,openai,import,,,email,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_base_client.py,asyncio,openai,import,,,asyncio,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_base_client.py,inspect,openai,import,,,inspect,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_base_client.py,logging,openai,import,,,logging,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_base_client.py,platform,openai,import,,,platform,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_base_client.py,warnings,openai,import,,,warnings,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_base_client.py,email.utils,openai,import,,,email,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_base_client.py,types,openai,import,,,types,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_base_client.py,random,openai,import,,,random,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_base_client.py,typing,openai,import,,,typing,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_base_client.py,typing_extensions,openai,import,,,typing_extensions,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_base_client.py,anyio,openai,import,,,anyio,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_base_client.py,httpx,openai,import,,,httpx,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_base_client.py,distro,openai,import,,,distro,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_base_client.py,pydantic,openai,import,,,pydantic,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_base_client.py,httpx,openai,import,,,httpx,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_base_client.py,pydantic,openai,import,,,pydantic,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_base_client.py,_qs,openai,import,,,_qs,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_base_client.py,_files,openai,import,,,_files,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_base_client.py,_types,openai,import,,,_types,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_base_client.py,_utils,openai,import,,,_utils,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_base_client.py,_compat,openai,import,,,_compat,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_base_client.py,_models,openai,import,,,_models,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_base_client.py,_response,openai,import,,,_response,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_base_client.py,_constants,openai,import,,,_constants,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_base_client.py,_streaming,openai,import,,,_streaming,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_base_client.py,_exceptions,openai,import,,,_exceptions,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_base_client.py,_utils._json,openai,import,,,_utils,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_base_client.py,_legacy_response,openai,import,,,_legacy_response,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_base_client.py,httpx._config,openai,import,,,httpx,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_base_client.py,httpx_aiohttp,openai,import,,,httpx_aiohttp,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_base_client.py,httpx._config,openai,import,,,httpx,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_client.py,__future__,openai,import,,,__future__,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_client.py,os,openai,import,,,os,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_client.py,typing,openai,import,,,typing,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_client.py,typing_extensions,openai,import,,,typing_extensions,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_client.py,httpx,openai,import,,,httpx,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_client.py,_qs,openai,import,,,_qs,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_client.py,auth,openai,import,,,auth,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_client.py,_types,openai,import,,,_types,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_client.py,_utils,openai,import,,,_utils,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_client.py,_compat,openai,import,,,_compat,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_client.py,_models,openai,import,,,_models,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_client.py,_version,openai,import,,,_version,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_client.py,_streaming,openai,import,,,_streaming,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_client.py,_exceptions,openai,import,,,_exceptions,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_client.py,_base_client,openai,import,,,_base_client,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_client.py,resources,openai,import,,,resources,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_client.py,resources.files,openai,import,,,resources,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_client.py,resources.images,openai,import,,,resources,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_client.py,resources.models,openai,import,,,resources,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_client.py,resources.videos,openai,import,,,resources,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_client.py,resources.batches,openai,import,,,resources,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_client.py,resources.beta.beta,openai,import,,,resources,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_client.py,resources.chat.chat,openai,import,,,resources,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_client.py,resources.embeddings,openai,import,,,resources,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_client.py,resources.admin.admin,openai,import,,,resources,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_client.py,resources.audio.audio,openai,import,,,resources,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_client.py,resources.completions,openai,import,,,resources,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_client.py,resources.evals.evals,openai,import,,,resources,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_client.py,resources.moderations,openai,import,,,resources,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_client.py,resources.skills.skills,openai,import,,,resources,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_client.py,resources.uploads.uploads,openai,import,,,resources,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_client.py,resources.realtime.realtime,openai,import,,,resources,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_client.py,resources.webhooks.webhooks,openai,import,,,resources,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_client.py,resources.responses.responses,openai,import,,,resources,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_client.py,resources.containers.containers,openai,import,,,resources,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_client.py,resources.fine_tuning.fine_tuning,openai,import,,,resources,,
LLM API,genai_dependency_network/raw_collection_project/04_downloaded_distributions/openai/extracted/openai-2.41.1/src/openai/_client.py,resources.conversations.conversations,openai,import,,,resources,,
